name,gender,english_name
پانتا,F,Panta
پانته‌آ,f,Pantea
پانته‌آ,F,Pantea
پانتی,f,Panti
پانتیش,M,Pantishe
پاندورا,F,Pandora
پانی,M,pâni
پانیا,f,Pania
پانیتا,F,Panita
پانید,F,Panid
پانیذ,F,Paniz
پانیز,F,Pāniz
پانیسا,f,Panisa
پانیه,F,Pāniyeh
پانیک,f,Panik
پاو,m,Pav
پاوان,M,Pavan
پاوس,M,Pavus
پاپریک,m,Paprik
پاپل,M,Papal
پاپور,M,Papoor
پاپوک,f,Papok
پاپی,M,Papi
پاپی احمد,M,Papi Ahmad
پاپی حسن,M,Papi Hassan
پاپی حسین,M,Papi Hossein
پاپی حیدر,M,Papi Heydar
پاپی رضا,M,Papi Reza
پاپی صمد,M,Papi Samad
پاپی مراد,M,Papi Morad
پاپی ولی,M,Papi Vali
پاپی کرم,M,Papi Karam
پاک آفرین,f,Pāk Āfarin
پاک رخ,f,Pākrokh
پاک سیما,f,Pāk Sīmā
پاک نوش,F,Pāk Nush
پاک گوهر,f,Pak Gohar
پاکان,M,Pakan
پاکبانو,f,Pakbanu
پاکدخت,f,Pakdokht
پاکدل,f,Pakdel
پاکدین,f,Pakdin
پاکذاد,M,Pakzad
پاکر,m,Pākar
پاکروان,M,Pakrovan
پاکروز,f,Pakruz
پاکروی,f,Pakrooy
پاکزاد,M,Pakzad
پاکفر,f,Pakfar
پاکمهر,m,Pakmehr
پاکناز,f,Paknaz
پاکنظر,M,Paknazar
پاکنوش,F,Pāknoosh
پاکچهر,f,Pākchehr
پاکیزه,F,Pakizeh
پاک‌زاد,M,Pakzad
پاک‌نهاد,M,Pak Nahad
پایا,m,Paya
پایاب,M,Payab
پایار,m,Payar
پایان,M,payān
پایدار,M,Paydar
پایماز,M,Paymaz
پاینده,M,Payandeh
پایور,M,Payvar
پایون,f,Payoon
پاییز,f,Paeez
پاییزان,f,Payizan
پاییزعلی,M,Payizali
پاییزه,F,Payizeh
پته مانی,m,Pateh Mani
پتی محمد,M,Pati Mohammad
پجمان,M,Pajman
پخشان,M,Pakhshan
پداخواست,M,padakhasht
پدارام,M,Pedaram
پدارم,M,Pedaram
پدرام,M,Pedram
پدرپور,M,Paderpur
پدیده,F,Padideh
پذرام,M,Pazram
پر دل,M,par del
پر ستو,F,Parastoo
پر شنگ,M,Parshang
پر فام,M,par fam
پر نیاز,M,Par Niaz
پر وانه,F,Parvaneh
پر وین,F,Parvin
پر یسا,F,Parisa
پراتعلی,M,Paratali
پرادیس,F,Paradis
پرارین,f,Pararin
پرارین دخت,f,Pararin Dokht
پراشان,M,Parashan
پرانسیس,M,Paransis
پراهام,m,Paraham
پراونه,F,Paravaneh
پربسا,F,Parbasa
پربها,f,Parbaha
پرتاش,M,Partash
پرتو,F,Partow
پرخیده,f,Porkhideh
پرداد,m,Pardad
پردان,M,Pardan
پردخت,f,Pardakht
پردیا,M,Pardiya
پردیز,f,Pardiz
پردیس,M,Pardis
پررخ,M,Parrokh
پرروانه,F,Parravaneh
پررین,F,Parrin
پرزاد,f,Parzad
پرزغلی,M,Parzaghli
پرزین,M,Parzin
پرسا,F,Parsa
پرستش,F,Parastesh
پرستو,F,Parastoo
پرستوک,f,Parastook
پرستک,f,Parastak
پرسون,f,Persoon
پرسیا,M,Persia
پرشاد,f,Porshad
پرشان,m,Parshan
پرشت,f,Parasht
پرشنگ,M,Parshang
پرشیا,M,Parshia
پرما,M,Parma
پرمایه,m,Parmaaye
پرمودیه,m,Parmodiyeh
پرمون,M,Parmoon
پرمیس,f,Parmis
پرن,f,Paran
پرنا,f,Parna
پرناز,F,Parnaz
پرنان,M,Parnan
پرناک,f,Parnak
پرند,M,Parand
پرند پس,M,Parand Pas
پرندخت,F,Parandokht
پرنددخت,f,Parandokht
پرنددیس,f,Parandis
پرندوش,F,Parandoosh
پرندک,f,Parandak
پرندین,f,Parandin
پرنسا,F,Parnasa
پرنوش,F,Parnoosh
پرنون,f,Parnoon
پرنگ,M,Parang
پرنگ,m,Parang
پرنیا,F,Parnia
پرنیا ز,F,Parnia Z
پرنیاز,F,Parniaz
پرنیان,F,Parnian
پرنین,f,Parnin
پرنیک,F,Parnik
پرهام,M,Parham
پرهان,M,Parhan
پروا,F,Parva
پرواز,F,Parvaz
پروان,F,Parvan
پروانه,F,Parvaneh
پروبز,M,Porvaz
پرور,F,Parvar
پرورش,M,Parvaresh
پروز,M,Parvaz
پروش,f,Parvash
پروشات,F,Parvashat
پرومند,F,Paromand
پرووانه,F,Parvaneh
پروچستا,f,Parvashasta
پروچیستا,M,Poruchista
پرویر,M,Parvir
پرویز,M,Parviz
پرویز علی,M,Parviz Ali
پرویزر,M,Parviz
پرویش,M,Parvish
پرویم,M,Parvīm
پروین,F,Parvin
پروین بانو,F,Parvin Banu
پروین دخت,F,Parvin Dokht
پرویندخت,F,Parvindokht
پرویوش,F,Parviyush
پرپر,M,parpar
پرچم,m,Parcham
پرک,f,Park
پرگام,f,Pargam
پرگان,M,Pargan
پرگشا,f,Pargosha
پرگل,F,Porgol
پرگون,f,Pargun
پری,F,Pari
پری بانو,F,Pari Banu
پری تاج,f,Pari Taj
پری تاز,F,Pari Taz
پری جان,F,Pari Jan
پری جهان,F,Pari Jahan
پری خانم,F,Pari Khanom
پری دخت,F,Pari Dokht
پری رخ,F,Pari Rokh
پری رو,f,Pariru
پری روی,f,Pari Roy
پری سیما,F,Pari Sima
پری ماه,F,Pari Mah
پری مهر,F,Pari Mehr
پری ناز,F,Pari Naz
پری نوش,F,Pari Noosh
پری وش,F,Parivash
پری ویس,f,Pari Vis
پری پیکر,f,Pari Peykar
پری چهره,F,Pari Chehre
پری گل,F,Pari Gol
پری یا,F,Pari
پریا,F,Pariya
پریاس,f,Parias
پریام,m,Pariyam
پریان,F,Pariyan
پریبرز,m,Pariborz
پریبسا,F,Paribesa
پریثا,F,Paritha
پریجان,F,Parijan
پریخواه,F,Parikhah
پریخون,F,Parikhun
پریدخت,F,Paridokht
پریده,F,Parideh
پریدوخت,F,Paridukht
پریرخ,F,Parirakh
پریرو,F,Pariru
پریز,F,Pariz
پریزاد,F,Parizad
پریزاده,f,Parizadeh
پریسا,F,Parisa
پریسا ض,F,Parisa Za
پریسال,F,Parisaal
پریسال,F,Parisal
پریسان,f,Parisan
پریسما,F,Parisma
پریشا,f,Parisha
پریشاد,f,Parishad
پریشان,F,Parishan
پریفام,f,Parifam
پریفر,f,Parifar
پریما,F,Parima
پریماه,F,Parimah
پریمرز,f,Parimarz
پرین,f,Parin
پرینا,F,Parina
پریناز,F,Parinaz
پرینام,f,Parinam
پرینوس,F,Parinos
پرینوش,F,Parinush
پریه,F,Parieh
پریوا,F,Pariva
پریور,F,Parivar
پریوش,F,Pariyush
پریویز,F,Pariviz
پریوین,F,Parvin
پریچه,F,Pariche
پریچهر,F,Parichahr
پریچهره,F,Parichahreh
پریژه,f,Parizhe
پریگون,f,Parigon
پری‌زاد,F,Pari Zad
پری‌چهر,F,Pari Chehr
پر‌ی,F,Pari
پزاد,F,Pazad
پزدان,F,Pazdan
پزشک دخت,F,pezeshk dokht
پزمان,F,Pezman
پزوانه,F,Pazvaneh
پزویز,M,Pazviz
پساک,m,Pasak
پسته,M,pesteh
پسند,F,pasand
پسندیار,m,Pasandiyar
پشتیسار,m,Poshtisar
پشتیوان,M,Poshtivan
پشمین,M,Pashmin
پشن,m,Pashn
پشنگ,M,Pashang
پشنگ,m,Pashang
پشوتن,m,Peshotan
پشکار,F,Pashkar
پشکو,M,Pashku
پشین,m,Peshin
پعادل,M,Paadel
پغمبر,M,Paghambar
پفک,M,Pofak
پلاش,m,Palash
پلاشان,m,Pelashan
پناه,M,panah
پناه بر خدا,M,Panah bar Khoda
پناه علی,M,Panah Ali
پناهعلی,M,Panahali
پناهلی,M,Panahali
پناهی,M,Panahi
پنج علی,M,Panj Ali
پنجشنبه,M,Panjshanbeh
پنجعلی,M,Panjali
پنجه علی,M,Panjeh Ali
پندار,M,Pandār
پنوییل,M,Panviyil
پهلبد,m,Pahlavand
پو نه,M,Po ne
پوارن,M,Pavaran
پوبان,M,Puban
پودینه,f,poodineh
پور اندوخت,F,Pur Andukht
پور حیدری,M,Pour Heydari
پور رضا,M,Pour Reza
پورا,M,Pura
پوران,F,Pouran
پوران تاج,F,Pouran Taj
پوران دخت,F,Pouran Dokht
پورانداخت,F,Pourandakht
پوراندخت,F,Pourandokht
پوراندوخت,F,Pourandokht
پوربا,M,Pourba
پوربخش,M,Pourbakhsh
پوربه,m,Porbeh
پورتاش,M,Portash
پورج,M,Pooj
پورجم,M,Poojom
پورداد,M,Pordad
پورشسب,m,Poursasb
پورمند,M,Poormand
پورنا,M,Pournā
پورنسا,M,Pournasa
پورنگ,M,Poorang
پورنیک,M,Pournik
پوروشسب,m,Porushasb
پوروچیستا,f,Poruchista
پورچیستا,f,Poochista
پورک,m,Pork
پوری,M,Puri
پوریا,M,Pourya
پوریا ولی,M,Porya Vali
پوریار,m,Puryar
پوریان,M,Puryan
پوریه,M,Puriyeh
پوزر,M,Poozar
پوسف,M,Posaf
پولا,m,Pula
پولاد,M,Polad
پولاد علی,M,Polad Ali
پولک,f,Polak
پولکی,F,Polaki
پولی,F,Puli
پونا,M,Pouna
پونس,M,Pouns
پونه,F,Puneh
پونیا,F,Pounia
پوهگل,F,Pohgel
پوپه,f,Popeh
پوپک,F,Popak
پوژان,M,Poojan
پوژمان,m,Poozhan
پوژیا,M,Poozhia
پویا,M,Pouya
پویان,M,Pouyan
پویز,M,Poyz
پویش,F,Puyesh
پویه,F,Puyeh
پویین,m,Pouyin
پژار,M,Pezhar
پژال,f,Pajal
پژدو,m,Pazhdo
پژمان,M,Pezhman
پژند,m,Pazhand
پژهان,f,Pazhahan
پژوان,M,Pajvan
پژواک,F,Pajvak
پکیرمحمد,M,Pakir Mohammad
پگام,F,Pagham
پگاه,F,Pegah
پیا,M,Paya
پیام,M,Payam
پیام الدین,M,Payam al-Din
پیام الله,M,Payam Allah
پیام علی,M,Payam Ali
پیان,M,Payan
پیخی,M,Pikhi
پیداگشسب,m,peyda-gashasp
پیدرا,f,Peidra
پیر بخش,M,Pir Bakhsh
پیر حسین,M,Pir Hossein
پیر زاد,M,Pirzad
پیر علی,M,Pir Ali
پیر قلی,M,Pir Gholi
پیر محمد,M,Pir Mohammad
پیر مراد,M,Pir Morad
پیر ولی,M,Pir Vali
پیراد,M,Pirad
پیراسته,f,Pirasteh
پیراله,M,Piraleh
پیرامعلی,M,Piramalī
پیران,M,Piran
پیراژ,M,Piraj
پیراژه,M,Pirazhe
پیرایه,M,Piraye
پیربخش,M,Pirbakhsh
پیرتک,M,Pirtak
پیرجلال,M,Pirjalal
پیرداد,m,Pirdad
پیرزاد,M,Pirzad
پیرعلی,M,Pirali
پیرعلی داد,M,Pirali Dad
پیرمحمد,M,Pir Mohammad
پیرناز,M,Pirnaz
پیره خانم,M,Pireh Khanom
پیرو,M,Peyro
پیروت,M,Peyrut
پیروز,M,Pirouz
پیروزان,M,Pirouzan
پیروزدخت,f,Piruzdokht
پیروزه,F,Pirouzeh
پیروزگر,m,Piruzgar
پیروزی,m,Pirouzi
پیرولی,M,Pirouli
پیرک,M,Pirak
پیری,M,Piri
پیریوش,F,Piryush
پیسا,F,Pisa
پیش بین,M,Pishbin
پیشتوان,M,Pishtevan
پیشداد,m,Pishdad
پیشرو,M,Pishro
پیشه‌ور,M,Pishevar
پیغام,M,Paygham
پیغمبر,M,Payghambar
پیغمبر قلی,M,Payghambar Qoli
پیغمبرقلی,M,Payghambergholi
پیلتن,m,Piltan
پیلسم,m,Pilsam
پیمان,M,Payman
پیمانعلی,M,Paymanali
پیمانه,F,Peymaneh
پیمای,M,Paymāy
پینار,f,Pinar
پیوسته,F,Peyvasteh
پیوند,M,Peyvand
پیچک,f,Pichak
پیکان,m,Peykan
پیکر,M,peikar
پیگون,M,Peygun
چابار,M,Chabār
چابک,m,Chabok
چاری,M,Chari
چاریا,M,Charya
چاریار,M,Charyar
چاسب,M,Chasb
چاسد,M,Chased
چاعظم,M,Chaa'azam
چالاک,M,Chalak
چالش,m,Chalesh
چالوس,M,Chalus
چالی,f,Chali
چالیز,M,Chaliz
چالیک,m,Chalik
چام,f,Cham
چامه,f,Chameh
چاوره,M,Chavereh
چاوز,M,Chavez
چاوش,m,Chavosh
چاوه,m,Chaveh
چاووش,M,Chavosh
چاپار,M,chapar
چاکان,m,Chakan
چاکر,M,Chaker
چبه,F,Chabeh
چراغ,M,Cheragh
چراغ الدین,M,Cheragh al-Din
چراغ علی,M,Cheragh Ali
چراغعلی,M,Cheraghi Ali
چراغلعلی,M,Cheraghali
چراقعلی,M,Charaqali
چرانعلی,M,Charanali
چرستو,F,Chresto
چرمه,f,Charmé
چرو,M,Charo
چرکز,M,Charkaz
چشمعلی,M,Cheshmali
چشمناز,M,Cheshmnaz
چشمه,M,Cheshmeh
چق علی,M,Chaq Ali
چقو,M,Chaghu
چلچله,f,Chalcheleh
چلیپا,f,Chalipa
چم ناز,F,Cham Naz
چمان,f,Chaman
چمانه,f,Chamaneh
چمران,M,Chamran
چمریم,M,Chamarym
چمشید,M,Chamshid
چمل,M,Chamal
چمن,M,Chaman
چمن ارایه,M,Chaman Araye
چمن افروز,f,Chaman Afrouz
چمن علی,M,Chaman Ali
چمن ناز,M,Chaman Naz
چمن چهر,f,Chaman Chehr
چمناز,M,Chamnaz
چمند علی,M,Chamand Ali
چمنعلی,M,Chamanali
چمن‌آرا,f,Chaman Ara
چمین,F,Chamin
چنا,F,chena
چناره,F,Chanāre
چنان,M,Chenan
چنو ر,M,Chanoo R
چنور,F,Chanor
چنگبز,M,Changbaz
چنگش,m,Changesh
چنگیز,M,Changiz
چنگیز علی,M,Changiz Ali
چنی,F,Chani
چنیا,F,Chania
چهارشنبه,M,Chahārshanbeh
چهاری,M,Chahari
چهاندار,M,Chahandar
چهانگیر,M,Jahangir
چهرآذر,f,Chehrazar
چهرآرا,f,Chehraara
چهرآزاد,f,Chehrazad
چهراب,f,Chehrab
چهرافروز,f,Chehrafrouz
چهربرزین,m,Chehrbarzin
چهرزاد,F,Chehrazad
چهرفروز,f,Chehrafrouz
چهرمینو,f,Chehramino
چهره,F,Chehre
چهره گل,f,Chehre Gol
چهرک,f,Chehrak
چهل چراغ,f,Chehel Cheragh
چهکو,m,Cheku
چواد,M,Chavad
چوبان,M,Chuban
چوبانعلی,M,Chubanali
چوبین,M,Chubin
چوبینه,m,Chubineh
چوتا,M,Chouta
چورکش,M,Churkeshe
چومان,m,Choman
چوپان,M,Chopan
چوپانقلی,M,Chopanqoli
چوچی,M,Chochi
چوک,f,Chook
چوگان,m,Chogān
چوگان علی,M,Chogan Ali
چپر,M,Chapar
چکاد,m,Chakād
چکامه,f,Chakameh
چکاو,f,Chakav
چکاوه,f,Chakavah
چکاوک,f,Chakavak
چیا,M,Chiya
چیان,M,Chiyan
چیاکو,M,Chiyako
چیتا,M,Chita
چیترا,f,Chitra
چیروک,F,Chirok
چیستا,f,Chista
چیستی,f,Chisti
چیلان,m,Chilan
چیلانه,f,Chilaneh
چیم,M,Chim
چیمن,M,Chiman
چینود,m,Chinavād
چینی,F,chini
چینی بس,F,Chini bas
چیچک,f,Chichak
چیکا,f,Chika
چیکدم,M,Chikdam
ژابیز,M,Zhabiz
ژاسمن,f,Jasmin
ژاسمین,f,Yasamin
ژافه,m,Zhaafeh
ژالانه,f,Jalaneh
ژاله,F,Zhaleh
ژالین,f,Jalin
ژاماسب,m,Jamāsb
ژامک,M,Jamak
ژان,M,Zhan
ژانت,M,Zhant
ژانیا,f,Jania
ژانیتا,f,Janita
ژانین,f,Janin
ژانینا,f,Janina
ژاو,m,Zhāv
ژاوا,f,Java
ژاوه,f,Jāveh
ژاک,M,Zhak
ژاکاو,M,Jakav
ژاکلین,F,Jaklin
ژاییز,m,Zhayiz
ژاییژ,f,Zhaeezh
ژربرا,f,Zharbara
ژرف,m,Zharf
ژرفا,f,Zharfa
ژرفی,f,Zharfi
ژرفین,f,Zharfin
ژرویرا,f,Zharvira
ژروین,M,Zharvin
ژرژ,M,Zhorzh
ژرژیت,M,Zherzhit
ژم,m,Zham
ژنوا,m,Zhanva
ژنوس,F,Zhenus
ژنگ,m,Zhang
ژنیا,F,Zhaniya
ژنیک,f,Zhenik
ژنییا,F,Zhaniya
ژهرا,F,Zahra
ژهره ور,F,Zahrevar
ژوان,F,Javan
ژوبین,M,Zobin
ژورا,M,Zhora
ژورک,m,Zhurk
ژوزف,M,Jozef
ژوزفی,M,Jozefi
ژوزفین,M,Jozefin
ژون,f,Zhon
ژوپین,m,Joupin
ژکور,m,Zhakor
ژیار,m,Zhiar
ژیان,M,Zhiyan
ژیان دخت,f,Zhiyan Dokht
ژیان چهر,f,Zhiyan Chehr
ژیبا,F,Zhiba
ژیر,M,Zhir
ژیل,M,Zhil
ژیلا,F,Zhila
ژیله,f,Zhileh
ژیلوان,F,Zhilvan
ژیما,F,Zhima
ژینا,F,Zhina
ژینر,f,Zhinir
ژینو,f,Zhino
ژینوس,F,Zhinus
ژیهات,m,Zihayat
ژیوار,f,Zhivar
ژیوان,m,Zhivan
ژیژیس,f,Zhijis
ژیکان,f,Zhikan
ژیگس,m,Zhigas
کا زیوه,M,Ka Ziveh
کا ظم,M,Kazem
کا فیه,M,ka fieh
کا مبیز,M,ka mabiz
کا مر ا ن,M,Kameran
کا مران,M,Kameran
کا مل,M,kaamel
کا میار,M,ka miar
کا وه,M,Kaveh
کا ووس,M,kavus
کااظم,M,Kazeem
کابل,M,Kabul
کابی,m,Kabi
کابیز,M,Kabiz
کاتبیل,M,Katabil
کاترین,M,Katrin
کاترینا,f,Katrina
کاتیوشا,M,Katyusha
کاثوم,F,Kathum
کاد,m,Kad
کادر,M,kadr
کار محمد,M,Kar Mohammad
کارانای,F,Karanay
کارانوس,m,Karanus
کاردار,m,Kardār
کاردو,m,Kardu
کارزان,F,Karzan
کارلو,M,Karloo
کارمل,F,Karmel
کارمن,M,Karmen
کارن,M,Karan
کارنگ,M,Karnag
کارنیک,M,Karnik
کاروان,M,Karavan
کاروخ,m,Karukh
کارولین,f,Karolin
کارون,M,Karun
کاروند,m,Karvand
کارگر,M,Kargar
کاریز,M,Kariz
کارینا,m,Karina
کازم,M,Kazem
کازمیه,F,Kazmiyeh
کازنیه,M,Kazniye
کازیوه,M,Kaziyeh
کاس,M,kas
کاس بانو,F,Kas Banu
کاساندان,f,Kasandan
کاسعلی,M,Kasali
کاسمار,M,Kasmar
کاسی,M,Kasi
کاشف الدین,M,Kashf al-Din
کاشین,f,Kashin
کاضم,M,Kazem
کاضمه,M,Kazmeh
کاظظم,M,Kazham
کاظم,M,Kazem
کاظم علی,M,Kazem Ali
کاظمع,M,Kazem
کاظمعلی,M,Kazemali
کاظمه,F,Kazmeh
کاظمی,M,Kazemi
کاظمیه,M,Kazemiyeh
کاظیم,M,Kazim
کافور,m,Kafur
کافی,F,Kafi
کافی الدین,m,Kafi al-Din
کافیه,F,kafiye
کال,M,Kal
کاله,M,kāle
کالو,m,Kalu
کالی,M,Kali
کام بخت,F,Kam Bakht
کام بخش,F,Kam Bakhsh
کامان,M,Kaman
کامبخش,M,Kambakhsh
کامبوزیا,m,Kambouziya
کامبیز,M,Kambiz
کامبیزط,M,Kambiz
کامجو,M,Kamjou
کامجور,M,Kamjour
کامداد,m,Kamdad
کامدل,f,Kamadel
کامدین,m,Kamdin
کامر ان,M,Kameran
کامراد,M,Kamrad
کامران,M,Kamran
کامرانن,M,Kamran
کامروا,m,Kamravا
کامروز,M,Kamruz
کامشاد,M,Kamshad
کامشید,M,Kamshid
کامل,M,Kamel
کامله,F,Kamele
کاملیا,F,Kamelia
کاملین,f,Kamelin
کاممبیز,M,Kammbiz
کامنوش,F,Kamanush
کامه,F,Kameh
کاموس,M,Kamus
کامکار,m,Kamkar
کامگار,m,Kamangar
کامی,M,Kami
کامیاب,M,Kamyab
کامیاد,M,Kamyad
کامیار,M,Kamyār
کامیز,M,Kamiz
کامیشا,f,Kamisha
کامیل,M,Kamil
کامیلا,F,Kamila
کامیلیا,F,Kamilia
کامین,M,Kamin
کان بیدار,m,Kān Bidār
کاناز,f,Kanaz
کانبی,M,Kanbi
کاندیدا,M,kandidā
کاندیش,M,Kandish
کانگ,M,Kang
کانی,F,Kani
کانیا,F,Kania
کانیاو,M,Kanyav
کانیل,F,Kaniil
کاوان,M,Kavan
کاوس,M,Kavous
کاوش,M,Kavosh
کاوه,M,Kaveh
کاووس,M,Kavous
کاووش,m,Kavosh
کاوک,F,Kavak
کاویان,M,Kavian
کاویس,M,Kavis
کاویش,f,Kavish
کاژاو,m,Kazhav
کاکا,M,kaka
کاکا جان,M,Kaka Jan
کاکا خاص,M,Kaka Khas
کاکا علی,M,Kaka Ali
کاکا مراد,M,Kaka Morad
کاکا ویس,M,Kaka Vis
کاکاجان,M,Kakajan
کاکاخاص,M,Kakakhas
کاکاخاصه,M,Kakakhasé
کاکاخان,M,Kakakhan
کاکاعلی,M,Kakali
کاکالی,M,Kakali
کاکامراد,M,Kakamarad
کاکامیر,M,Kakamir
کاکل,M,Kakol
کاکل علی,M,Kakol Ali
کاکله,m,Kakaleh
کاکه رضا,M,Kakeh Reza
کاکه عزیز,M,Kakeh Aziz
کاکه مم,M,Kake Mam
کاکو,M,Kaku
کاکی,m,Kaki
کاکیوشا,M,Kakyusha
کایوس,m,Kaios
کبخسرو,M,Kabkhosrow
کبدا,F,Kabda
کبدی,F,kabeedi
کبر یا,F,Kabr ya
کبرا,F,Kobra
کبرابیگم,F,Kobra Bigom
کبراه,F,Kobrah
کبری,F,Kobra
کبری ال,F,Kobrai
کبری بگم,F,Kobra Begom
کبری بیگم,F,Kobra Bigham
کبری خاتون,F,Kobra Khatoon
کبری خانم,F,Kobra Khanom
کبریا,F,Kobraa
کبر‌ی,F,Kobray
کبزی,F,Kabzi
کبوتر,F,kabutar
کبوجیه,m,Kaboujieh
کبوده,m,Kabudeh
کبک علی,M,Kabak Ali
کبگعلی,M,Kabgali
کبی,M,Kabi
کبیتا,f,Kobita
کبیر,M,Kabir
کبیرا,M,Kabira
کبیری,M,Kabiri
کتا نه,F,katāneh
کتاب الله,M,Ketāb Allāh
کتاب علی,M,Ketab Ali
کتابعلی,M,Ketabali
کتان,M,Katan
کتایون,F,Katayoun
کتاییون,F,Katayoun
کتماره,m,Katmareh
کثوم,F,Kothum
کثیر,M,Kathir
کثیره,F,Kathireh
کجید,M,Kojid
کحکدرضا,M,Kahkedarza
کد باقر,M,Kod Baqer
کدخدایی,M,Khodkhodai
کدمان,m,Kadman
کده,M,kadeh
کدیور,m,Kadiour
کر یم,M,Karyam
کرا,f,Kara
کراخان,m,Karakhan
کرار,M,Karrar
کرام الدین,m,Karam al-Din
کرامت,M,Karamat
کرامت الله,M,Karamatollah
کرامت اله,M,Karamatollah
کرامش,M,Karamash
کرامه,F,Karameh
کرانه,f,Karaneh
کربلایی,M,Karbalayi
کربم,M,Karbam
کرت,M,Kurt
کرج,M,Karaj
کرد علی,M,Kord Ali
کردار,M,Kardār
کردستان,M,Kordestan
کردعلی,M,Kordali
کردیه,M,Kordiyeh
کرریم,M,Karim
کرشاسب,M,Karshasb
کرشمه,M,Karshameh
کرم,M,Karam
کرم الله,M,Karam Allah
کرم اله,M,Karamollah
کرم جان,M,Karam Jan
کرم حسین,M,Karam Hossein
کرم خدا,M,Karam Khoda
کرم رضا,M,Karam Reza
کرم علی,M,Karam Ali
کرم قلیچ,M,Karam Qolich
کرم وردی,M,Karam Vardi
کرمخدا,M,Karamkhoda
کرمرضا,M,Karmreza
کرمضا,M,Karimza
کرمعلی,M,Karimali
کرمی,M,Karami
کروخان,m,Kurokhan
کروش,M,Kourosh
کرکی محمد,M,Karki Mohammad
کری,M,Kari
کریت,M,Krit
کریستل,M,Kristal
کریستینه,M,Kristine
کریشنا,m,Krishna
کریم,M,Karim
کریم الله,M,Karim Allah
کریم اله,M,Karimollah
کریم بخش,M,Karim Bakhsh
کریم بردی,M,Karim Bardi
کریم بگ,M,Karim Beg
کریم حسن,M,Karim Hassan
کریم داد,M,Karim Dad
کریم رضا,M,Karim Reza
کریم قلی,M,Karim Qoli
کریم محمد,M,Karim Mohammad
کریم وردی,M,Karim Vardi
کریمان,M,Kariman
کریمداد,M,Karimdad
کریمعلی,M,Karim Ali
کریمقلی,M,Karimgholi
کریمه,F,Karimeh
کریمی,M,Karimi
کریه,M,Kariyeh
کزال,F,Kazal
کزریم,M,Kazrim
کزیم,M,Kazim
کسا,m,Kasa
کسرا,M,Kasra
کسری,M,Kasra
کسمراد,M,Kasemrad
کسی,M,Kasi
کسیاوش,M,Kasyavash
کشاورز,M,Keshavarz
کشاورز میرزا,M,Keshavarz Mirza
کشتاسب,M,Kushtasb
کشتزار,F,kashtzar
کشتمند,F,Kashtmand
کشسب بانو,F,Kashsb Banu
کشعلی,M,Kash'ali
کشم,f,keshm
کشمند,M,Kashmand
کشواد,M,Keshvad
کشور,M,keshvar
کشوربانو,f,keshvarbanoo
کشکول علی,M,Kashkul Ali
کعبه,M,Ka'be
کفاء,M,Kafa'
کفاح,F,Kafah
کفایت,F,kafaayat
کفایه,F,Kafaaye
کفتر,F,Kaftar
کفلیت,F,Kafliyat
کفی,M,Kafi
کفیات,M,Kafiat
کل,M,kal
کل آفرین,M,Kol Afarin
کل افشان,M,Kol Afshan
کل اندام,F,Kol Andam
کل خال,F,Kol Khal
کل شیرین,F,Kol Shirin
کل عنبر,F,Kol Anbar
کل ناز,F,Kol Naz
کل پری,F,Kol Pari
کلابتون,F,Kalabtoon
کلابتین,F,Kalabtin
کلابعلی,M,Kalabali
کلاخان,M,Kolakhan
کلارا,F,Kelara
کلاره,F,Kalareh
کلاریز,F,Kalariz
کلاریس,F,Klaris
کلاس,M,kelas
کلاله,F,Kalaleh
کلام,M,Kalam
کلام اله,M,Kalam olah
کلام الهه,M,Kalam Elahi
کلام‌الله,M,Kalam Allah
کلان,M,Kalan
کلانتر,M,Kalanter
کلاه زر,F,kolāh zar
کلاهور,m,Kolāhor
کلاویز,F,Kalaviz
کلب حسین,M,Kalb Hossein
کلباد,m,Kolbād
کلثم,F,Kaltham
کلثوم,F,Kalthum
کلثومه,F,Kalthumeh
کلزار,F,Kalzar
کلستان,F,Kolestan
کلسوم,F,Kolsoum
کلشوم,F,Kolsoom
کلظم,M,Kalzam
کلمبیز,M,Kalambiz
کلمران,M,Kalmaran
کلندار,M,Kalandar
کله,M,Kalleh
کلوریا,F,Kaloria
کلوم,F,Kolom
کلپوم,F,Kalpom
کلکز,M,Kolkez
کلیثوم,F,Kelisum
کلیله,F,Kalileh
کلیم,M,Kalim
کلیم اله,M,Kalimollah
کلیمه,F,Kalimeh
کلیم‌الله,m,Kalim Allah
کما الدین,M,Kama al-Din
کما ل الدین,M,Kamal al-Din
کماتل,M,Kamatel
کمال,M,Kamal
کمال ادین,M,Kamal Adin
کمال الدسن,M,Kamal al-Din
کمال علی,M,Kamal Ali
کمال محمد,M,Kamal Mohammad
کمالالدین,M,Kamāl al-Dīn
کمالان,M,Kamalan
کمالدین,M,Kamaldin
کمالدین,M,Kamaaldin
کماله,F,Kamaleh
کمال‌الدین,M,Kamal al-Din
کمال‌الملک,m,Kamal ol-Molk
کماندار,M,Kaman dar
کمانعلی,M,Kamanali
کمانه,M,Kamaneh
کمانگیر,m,Kamangir
کمبوجیه,m,Kamboujiyeh
کمر,M,kamar
کمر الدین,M,Kamar al-Din
کمرالدین,M,Kamaraldin
کمرخون,M,Kamarkhun
کمرعلی,M,Kamarali
کمش,M,Kamash
کمل الدین,M,Kamal al-Din
کمند,F,Kamand
کمند علی,M,Kamand Ali
